@relation 'keystroke_strong_all'

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
102,89,70,81,114,71,113,74,72,76,64,100,90,284,191,156,269,740,218,294,487,589,257,174,229,182,102,86,188,626,147,181,413,517,181,110,129,0.0864,0.096,0.1008,0.0864,0.12,0.1104,0.0864,0.0816,0.1104,0.0912,0.0816,0.0864,0.0864,0.258065,0.258065,0.258065,0.258065,0.322581,0.258065,0.225806,0.258065,0.290323,0.290323,0.258065,0.258065,0.290323,85.846154,0.094154,0.26799,-0.083222,1.488134,9.692638,1.40562,3978,378.955178,600
97,89,81,88,79,85,100,100,80,81,80,72,79,364,145,192,287,652,155,312,486,589,114,204,209,267,56,111,199,573,70,212,386,509,33,124,137,0.0912,0.1008,0.1056,0.0864,0.072,0.1008,0.0864,0.0864,0.1056,0.096,0.1104,0.0816,0.0864,0.258065,0.258065,0.225806,0.225806,0.225806,0.225806,0.225806,0.290323,0.290323,0.258065,0.193548,0.322581,0.258065,85.461538,0.093046,0.25062,-0.092545,1.483484,9.693271,1.647052,3788,382.039058,600
106,86,79,101,77,73,109,77,70,100,87,89,81,269,123,157,479,808,518,311,507,567,161,175,203,163,37,78,378,731,445,202,430,497,61,88,114,0.0816,0.1152,0.1344,0.0912,0.072,0.1008,0.072,0.0816,0.1056,0.0864,0.0816,0.0864,0.0816,0.258065,0.322581,0.258065,0.225806,0.16129,0.290323,0.193548,0.16129,0.290323,0.258065,0.225806,0.225806,0.225806,87.307692,0.091569,0.238213,-0.102053,1.48231,9.693352,1.428126,4359,376.926008,600
92,90,88,72,108,70,114,114,69,72,64,70,72,229,151,154,263,608,141,661,512,574,147,194,183,137,61,66,191,500,71,547,398,505,75,130,113,0.0864,0.1056,0.1296,0.1008,0.072,0.1008,0.0864,0.072,0.0864,0.0912,0.0816,0.0768,0.0768,0.225806,0.258065,0.258065,0.258065,0.193548,0.225806,0.225806,0.225806,0.258065,0.258065,0.16129,0.290323,0.322581,84.230769,0.089723,0.243176,-0.093742,1.485176,9.693006,1.642772,3889,369.759726,600
84,94,70,76,79,88,89,52,69,79,70,110,79,308,178,170,300,577,273,301,399,637,113,164,207,224,84,100,224,498,185,212,347,568,34,94,97,0.0768,0.096,0.0864,0.096,0.0768,0.1008,0.0816,0.0768,0.0912,0.0864,0.1104,0.0864,0.2016,0.290323,0.225806,0.225806,0.193548,0.193548,0.258065,0.290323,0.225806,0.290323,0.258065,0.225806,0.258065,0.548387,79.923077,0.097477,0.26799,-0.080793,1.47301,9.694963,1.594745,3706,379.781277,600
64,97,73,88,59,82,95,92,51,84,77,83,61,380,134,170,309,625,226,239,461,466,106,120,192,316,37,97,221,566,144,144,369,415,22,43,109,0.0864,0.1056,0.1296,0.0816,0.0768,0.096,0.0864,0.072,0.096,0.0912,0.168,0.1056,0.096,0.225806,0.322581,0.258065,0.290323,0.193548,0.193548,0.225806,0.258065,0.290323,0.258065,0.193548,0.258065,0.193548,77.384615,0.099323,0.243176,-0.08435,1.483173,9.693397,1.793815,3489,369.522051,600
82,115,81,97,97,92,118,87,54,89,71,72,106,242,171,136,308,533,189,264,472,421,143,171,173,160,56,55,211,436,97,146,385,367,54,100,101,0.0864,0.1056,0.1152,0.1008,0.0864,0.0864,0.0816,0.0816,0.0864,0.0912,0.096,0.0768,0.0912,0.258065,0.290323,0.258065,0.225806,0.193548,0.258065,0.225806,0.193548,0.258065,0.290323,0.193548,0.322581,0.258065,89.307692,0.0912,0.248139,-0.081852,1.475438,9.694572,1.675388,3329,377.616141,600
81,69,73,77,96,80,122,95,51,92,61,80,96,269,160,176,241,527,198,254,390,388,167,126,195,188,91,103,164,431,118,132,295,337,75,65,115,0.0864,0.1008,0.096,0.0912,0.0768,0.2496,0.0816,0.0816,0.0912,0.0912,0.0816,0.1008,0.096,0.290323,0.322581,0.258065,0.225806,0.225806,0.774194,0.225806,0.193548,0.258065,0.290323,0.290323,0.258065,0.290323,82.538462,0.101908,0.300248,-0.072655,1.486569,9.692995,1.677421,3187,374.096649,600
81,74,83,92,78,60,94,79,73,80,62,80,76,286,230,158,267,579,222,486,523,261,236,73,190,205,156,75,175,501,162,392,444,188,156,11,110,0.1008,0.1104,0.0912,0.0864,0.0768,0.096,0.0816,0.0768,0.096,0.1968,0.072,0.1392,0.0912,0.290323,0.354839,0.258065,0.225806,0.193548,0.258065,0.225806,0.225806,0.258065,0.612903,0.225806,0.258065,0.258065,77.846154,0.101169,0.280397,-0.091728,1.487191,9.69273,1.808846,3587,378.523481,600
81,75,83,97,87,73,103,90,86,83,60,91,96,215,163,199,296,561,350,332,394,374,287,113,177,134,88,116,199,474,277,229,304,288,204,53,86,0.0912,0.1056,0.1008,0.216,0.0672,0.1008,0.0816,0.0816,0.2496,0.0816,0.0768,0.0912,0.096,0.258065,0.258065,0.258065,0.774194,0.193548,0.322581,0.225806,0.258065,0.741935,0.225806,0.193548,0.258065,0.193548,85,0.110769,0.320099,-0.097011,1.486224,9.692799,1.451538,3557,374.479145,600
98,78,76,80,126,76,103,110,55,62,69,69,98,277,165,121,248,559,178,274,452,407,322,124,178,179,87,45,168,433,102,171,342,352,260,55,109,0.0912,0.1104,0.1008,0.2304,0.0768,0.1056,0.0768,0.0912,0.0912,0.0912,0.0768,0.0912,0.096,0.290323,0.290323,0.258065,0.645161,0.193548,0.225806,0.193548,0.193548,0.258065,0.290323,0.258065,0.225806,0.225806,84.615385,0.102277,0.272953,-0.094709,1.478949,9.693915,1.606631,3403,372.024317,600
105,93,76,105,53,73,67,73,71,70,69,69,61,285,163,166,305,459,209,227,384,263,196,174,223,180,70,90,200,406,136,160,311,192,126,105,154,0.0864,0.1056,0.1104,0.1056,0.0672,0.096,0.0864,0.0816,0.0912,0.0816,0.0768,0.0912,0.0912,0.290323,0.258065,0.354839,0.225806,0.225806,0.225806,0.258065,0.225806,0.258065,0.290323,0.16129,0.258065,0.322581,75.769231,0.090092,0.258065,-0.084522,1.483289,9.693363,1.596787,3115,390.925839,600
97,103,98,108,114,82,121,100,53,89,79,81,61,291,171,237,273,619,164,324,450,516,125,112,217,194,68,139,165,505,82,203,350,463,36,33,136,0.0816,0.1104,0.1056,0.0864,0.0816,0.1008,0.0816,0.0768,0.0912,0.096,0.1056,0.12,0.096,0.225806,0.322581,0.225806,0.225806,0.193548,0.225806,0.16129,0.193548,0.290323,0.258065,0.16129,0.225806,0.290323,91.230769,0.094892,0.230769,-0.065771,1.483266,9.693513,1.73084,3560,368.496878,600
80,112,69,82,79,71,97,94,63,90,62,99,76,261,190,227,262,552,265,236,479,448,145,73,202,181,78,158,180,473,194,139,385,385,55,11,103,0.0816,0.096,0.096,0.0912,0.0768,0.096,0.0816,0.0768,0.096,0.0816,0.0864,0.192,0.096,0.225806,0.193548,0.258065,0.16129,0.193548,0.258065,0.193548,0.225806,0.290323,0.193548,0.193548,0.290323,0.225806,82.615385,0.096,0.223325,-0.08466,1.472181,9.695055,1.797687,3416,366.214004,600
133,108,94,136,106,110,181,128,79,118,102,113,129,374,190,195,341,533,206,356,570,524,205,239,241,241,82,101,205,427,96,175,442,445,87,137,128,0.1344,0.1392,0.1344,0.1056,0.144,0.1536,0.1248,0.1296,0.1344,0.12,0.1152,0.1104,0.1008,0.354839,0.354839,0.290323,0.258065,0.258065,0.322581,0.258065,0.258065,0.258065,0.322581,0.258065,0.322581,0.225806,118.230769,0.126646,0.287841,-0.179726,7.467987,6.28989,1.228481,4103,387.126248,600
129,99,123,106,160,127,173,136,112,122,117,134,164,415,218,198,342,904,431,428,545,689,251,276,264,286,119,75,236,744,304,255,409,577,129,159,130,0.1488,0.1152,0.1488,0.1248,0.1392,0.168,0.1536,0.12,0.1536,0.1584,0.1104,0.1488,0.144,0.322581,0.354839,0.387097,0.290323,0.258065,0.322581,0.258065,0.225806,0.322581,0.387097,0.290323,0.419355,0.258065,130.923077,0.141046,0.315136,0.087561,7.387263,6.357941,1.024997,5125,377.240926,600
102,132,107,120,144,112,153,128,118,98,99,119,109,292,252,131,344,574,199,393,467,622,332,297,271,190,120,24,224,430,87,240,339,504,234,198,152,0.1392,0.1536,0.168,0.216,0.1632,0.1392,0.1536,0.1536,0.168,0.1296,0.1104,0.1392,0.1152,0.322581,0.290323,0.290323,0.258065,0.322581,0.354839,0.322581,0.387097,0.322581,0.290323,0.225806,0.290323,0.322581,118.538462,0.149908,0.307692,-0.557216,7.267783,6.497702,1.175833,4283,356.345633,600
43,52,64,42,68,70,105,87,68,80,78,125,63,819,916,494,1758,732,246,969,566,1421,637,388,334,776,864,430,1716,664,176,864,479,1353,557,310,209,0.1008,0.12,0.072,0.0864,0.0624,0.096,0.0624,0.0672,0.1056,0.1008,0.0816,0.0768,0.096,0.258065,0.290323,0.225806,0.225806,0.129032,0.258065,0.193548,0.16129,0.258065,0.290323,0.193548,0.225806,0.258065,72.692308,0.086769,0.228288,0.493712,-0.160435,9.792803,0.638618,9343,374.250764,601
80,81,70,64,101,85,79,90,74,65,74,69,63,1204,263,529,1166,698,1191,277,881,937,533,3257,260,1124,182,459,1102,597,1106,198,791,863,468,3183,191,0.1008,0.0912,0.096,0.0576,0.0864,0.0864,0.0864,0.0624,0.1152,0.0912,0.0624,0.0912,0.0816,0.290323,0.225806,0.290323,0.225806,0.193548,0.258065,0.193548,0.193548,0.290323,0.225806,0.258065,0.258065,0.193548,76.538462,0.085292,0.238213,0.485493,-0.149914,9.793401,0.512584,11259,363.255815,601
79,96,82,78,88,42,51,93,74,55,107,63,82,764,292,466,1343,726,737,583,565,1037,559,398,216,685,196,384,1265,638,695,532,472,963,504,291,153,0.096,0.0864,0.096,0.0912,0.072,0.048,0.048,0.0768,0.1248,0.1008,0.0816,0.096,0.0912,0.258065,0.225806,0.258065,0.225806,0.129032,0.225806,0.129032,0.193548,0.290323,0.225806,0.193548,0.258065,0.225806,76.153846,0.085292,0.218362,0.607068,-0.130588,9.786898,0.648985,7768,352.160258,601
70,69,59,78,42,85,72,51,69,61,107,44,75,751,389,231,1039,613,714,930,1406,965,218,455,213,681,320,172,961,571,629,858,1355,896,157,348,169,0.0864,0.1296,0.0912,0.0864,0.0768,0.096,0.048,0.0672,0.1248,0.0912,0.0624,0.072,0.1008,0.193548,0.290323,0.290323,0.193548,0.193548,0.258065,0.193548,0.225806,0.290323,0.225806,0.225806,0.193548,0.258065,67.846154,0.087138,0.233251,0.618844,-0.137805,9.786058,0.836297,7999,370.911276,601
75,94,72,88,88,60,95,42,76,64,98,55,66,559,213,236,1128,720,257,579,643,755,424,500,235,484,119,164,1040,632,197,484,601,679,360,402,180,0.096,0.1584,0.1104,0.096,0.0768,0.1008,0.0768,0.0672,0.1248,0.0912,0.1824,0.0864,0.0912,0.258065,0.290323,0.290323,0.193548,0.16129,0.225806,0.16129,0.193548,0.290323,0.225806,0.580645,0.16129,0.225806,74.846154,0.104492,0.25062,0.608691,-0.136124,9.786714,0.882064,6315,383.012839,601
73,117,43,108,80,63,93,90,88,63,52,51,87,1042,267,197,1254,675,332,843,459,1079,306,293,284,969,150,154,1146,595,269,750,369,991,243,241,233,0.1056,0.1104,0.0912,0.0864,0.0768,0.0912,0.0672,0.2592,0.1248,0.1008,0.0624,0.0768,0.0912,0.258065,0.258065,0.225806,0.193548,0.16129,0.225806,0.193548,0.741935,0.225806,0.258065,0.193548,0.225806,0.290323,77.538462,0.103385,0.265509,0.601417,-0.12908,9.787266,0.888676,7118,364.327928,601
83,69,63,80,42,86,73,61,71,52,71,70,76,334,231,190,987,554,248,562,531,341,264,446,224,251,162,127,907,512,162,489,470,270,212,375,154,0.0768,0.1296,0.1008,0.0912,0.0624,0.0816,0.0768,0.0624,0.1056,0.1008,0.0672,0.0912,0.1008,0.16129,0.322581,0.225806,0.258065,0.193548,0.193548,0.16129,0.193548,0.258065,0.258065,0.129032,0.16129,0.225806,69,0.088246,0.210918,0.594395,-0.131624,9.787646,1.080087,4988,368.624752,601
69,72,70,54,119,71,97,91,62,56,67,55,69,546,242,331,736,658,197,784,487,523,456,534,280,477,170,261,682,539,126,687,396,461,400,467,225,0.1008,0.144,0.1104,0.0912,0.0672,0.1008,0.0672,0.0528,0.12,0.0768,0.048,0.0912,0.1008,0.225806,0.290323,0.322581,0.225806,0.193548,0.290323,0.225806,0.16129,0.258065,0.290323,0.16129,0.193548,0.258065,73.230769,0.090092,0.238213,0.610993,-0.136366,9.786576,0.854384,5843,361.808895,601
62,91,79,84,87,73,107,95,109,75,115,78,70,509,162,234,1098,532,211,569,519,317,246,441,267,447,71,155,1014,445,138,462,424,208,171,326,189,0.1008,0.12,0.1008,0.0912,0.072,0.096,0.072,0.0576,0.1104,0.1152,0.2784,0.0912,0.1056,0.225806,0.290323,0.258065,0.193548,0.258065,0.225806,0.193548,0.193548,0.225806,0.258065,0.741935,0.290323,0.258065,86.538462,0.108554,0.277916,0.595454,-0.149741,9.787301,1.091678,5175,371.9271,601
97,115,60,96,45,79,151,117,73,88,73,51,70,326,247,337,669,500,155,712,476,339,251,508,598,229,132,277,573,455,76,561,359,266,163,435,547,0.0912,0.096,0.1008,0.096,0.0336,0.12,0.0864,0.0576,0.1152,0.1056,0.048,0.0864,0.0912,0.290323,0.322581,0.290323,0.225806,0.16129,0.290323,0.225806,0.16129,0.258065,0.225806,0.129032,0.193548,0.193548,85.769231,0.086769,0.228288,0.629226,-0.147658,9.78524,1.083554,5188,385.480063,601
43,81,85,83,119,54,122,83,89,81,117,42,82,697,223,188,2024,832,169,470,523,273,215,439,258,654,142,103,1941,713,115,348,440,184,134,322,216,0.0672,0.1008,0.1104,0.1056,0.0672,0.096,0.0768,0.0816,0.1104,0.0816,0.0528,0.0816,0.0912,0.225806,0.258065,0.322581,0.225806,0.193548,0.290323,0.129032,0.193548,0.193548,0.258065,0.16129,0.193548,0.225806,83.153846,0.0864,0.220844,0.621341,-0.151479,9.785689,1.138358,6393,365.48169,601
84,65,54,76,82,88,105,124,119,90,69,95,74,427,217,230,743,552,213,1040,471,919,214,252,272,343,152,176,667,470,125,935,347,800,124,183,177,0.1056,0.1152,0.1056,0.0912,0.0624,0.1056,0.0768,0.0576,0.1152,0.1008,0.0624,0.1008,0.0912,0.193548,0.258065,0.322581,0.258065,0.129032,0.322581,0.16129,0.16129,0.258065,0.322581,0.193548,0.225806,0.16129,86.538462,0.091569,0.228288,0.595316,-0.165534,9.787047,1.103278,5624,370.610192,601
90,65,55,72,85,72,103,91,62,68,128,86,81,474,174,255,982,557,181,1031,443,634,206,304,1077,384,109,200,910,472,109,928,352,572,138,176,991,0.1152,0.096,0.096,0.0864,0.0816,0.1056,0.0816,0.0624,0.1296,0.1056,0.0624,0.0912,0.1104,0.322581,0.193548,0.290323,0.225806,0.16129,0.354839,0.193548,0.16129,0.290323,0.290323,0.193548,0.225806,0.258065,81.384615,0.094154,0.243176,0.598389,-0.169862,9.786817,1.122171,6399,373.441013,601
87,90,70,96,80,50,95,71,115,70,73,71,62,431,210,217,1188,735,798,325,539,337,279,554,224,344,120,147,1092,655,748,230,468,222,209,481,153,0.1056,0.1248,0.1104,0.072,0.0768,0.096,0.096,0.0864,0.1296,0.096,0.0528,0.0816,0.1056,0.258065,0.258065,0.225806,0.225806,0.193548,0.225806,0.193548,0.193548,0.258065,0.225806,0.193548,0.193548,0.258065,79.230769,0.094892,0.223325,0.620789,-0.194494,9.784999,0.908053,5899,364.893,601
87,48,72,78,114,64,101,87,76,70,142,116,74,675,725,637,682,627,136,790,724,511,191,553,258,588,677,565,604,513,72,689,637,435,121,411,142,0.0816,0.0864,0.0816,0.0864,0.0864,0.1056,0.096,0.0768,0.12,0.0912,0.048,0.0912,0.096,0.193548,0.193548,0.225806,0.193548,0.225806,0.225806,0.193548,0.16129,0.258065,0.225806,0.129032,0.258065,0.225806,86.846154,0.088246,0.208437,0.636927,-0.175203,9.784297,0.988103,6583,374.729582,601
62,70,69,42,82,51,70,69,45,17,52,69,62,580,501,299,1665,1057,1364,626,794,789,273,298,246,518,431,230,1623,975,1313,556,725,744,256,246,177,0.0768,0.0624,0.0768,0.0528,0.0576,0.0816,0.0432,0.0528,0.048,0.0432,0.3024,0.0624,0.0672,0.258065,0.258065,0.290323,0.258065,0.193548,0.193548,0.193548,0.129032,0.225806,0.225806,0.903226,0.193548,0.193548,58.461538,0.079015,0.270471,0.046284,1.454604,9.697967,0.731843,8554,370.666894,601
46,91,63,92,71,72,111,55,96,82,20,77,51,830,246,211,783,662,171,590,589,334,298,706,279,784,155,148,691,591,99,479,534,238,216,686,202,0.0864,0.0912,0.0672,0.0864,0.0528,0.0768,0.0672,0.0624,0.0768,0.0384,0.0144,0.072,0.072,0.258065,0.258065,0.193548,0.225806,0.193548,0.225806,0.16129,0.129032,0.258065,0.16129,0.096774,0.193548,0.225806,71.307692,0.066462,0.198511,0.039999,1.462236,9.696851,0.994933,5750,371.743852,601
73,76,50,103,63,59,104,89,109,70,94,51,53,1406,247,211,1113,546,195,1046,478,500,252,437,235,1333,171,161,1010,483,136,942,389,391,182,343,184,0.0528,0.0912,0.0816,0.0768,0.0624,0.0864,0.0624,0.0576,0.0672,0.072,0.0624,0.0624,0.0624,0.225806,0.225806,0.225806,0.225806,0.129032,0.258065,0.16129,0.129032,0.193548,0.225806,0.129032,0.16129,0.193548,76.461538,0.069046,0.191067,0.048517,1.463836,9.696574,0.993923,6719,386.141534,601
78,80,61,69,77,80,83,102,90,61,113,76,63,1507,377,240,681,817,942,1064,441,323,281,758,246,1429,297,179,612,740,862,981,339,233,220,645,170,0.0864,0.0912,0.0768,0.0768,0.0624,0.0864,0.0624,0.0576,0.072,0.0576,0.0624,0.0768,0.072,0.258065,0.290323,0.225806,0.193548,0.193548,0.290323,0.193548,0.193548,0.193548,0.258065,0.16129,0.225806,0.16129,79.461538,0.072369,0.218362,0.035027,1.467243,9.696114,0.800256,7740,363.595441,601
74,84,79,90,69,70,124,80,98,43,63,91,61,466,276,206,627,599,321,444,596,1291,457,313,249,392,192,127,537,530,251,320,516,1193,414,250,158,0.072,0.0672,0.096,0.0624,0.0672,0.072,0.0576,0.048,0.0768,0.0528,0.048,0.072,0.0768,0.225806,0.193548,0.290323,0.16129,0.16129,0.258065,0.193548,0.16129,0.193548,0.258065,0.16129,0.258065,0.258065,78.923077,0.066831,0.213399,0.043038,1.463387,9.696678,0.899732,5906,364.640444,601
45,80,82,71,95,86,107,92,80,78,96,93,45,839,359,217,744,547,694,295,731,489,1346,440,275,794,279,135,673,452,608,188,639,409,1268,344,182,0.048,0.0864,0.0768,0.0528,0.0624,0.0576,0.0576,0.0576,0.0816,0.0528,0.0528,0.0528,0.048,0.16129,0.258065,0.193548,0.129032,0.129032,0.258065,0.129032,0.16129,0.225806,0.16129,0.16129,0.16129,0.16129,80.769231,0.060554,0.176179,0.0224,1.460567,9.697185,0.725111,7021,361.165236,601
119,110,97,119,116,82,98,113,99,126,133,108,78,667,347,294,677,796,427,291,708,389,360,513,346,548,237,197,558,680,345,193,595,290,234,380,238,0.1872,0.1392,0.12,0.1056,0.0672,0.1056,0.0576,0.0528,0.1056,0.1008,0.0624,0.1104,0.0576,0.322581,0.322581,0.290323,0.290323,0.258065,0.419355,0.225806,0.16129,0.322581,0.354839,0.258065,0.354839,0.193548,107.538462,0.097846,0.290323,0.363781,7.469449,6.329924,0.74619,5893,352.943668,601
124,72,119,118,127,94,78,71,131,64,121,64,80,882,228,269,437,852,577,502,556,489,428,559,353,758,156,150,319,725,483,424,485,358,364,438,289,0.2112,0.144,0.1104,0.1152,0.0624,0.096,0.072,0.0528,0.1008,0.0912,0.072,0.1056,0.0912,0.483871,0.387097,0.225806,0.290323,0.193548,0.322581,0.225806,0.129032,0.225806,0.258065,0.193548,0.290323,0.193548,97.153846,0.101908,0.263027,0.458536,7.758491,5.959651,0.743892,6212,363.284387,601
92,69,18,42,99,62,81,51,51,69,86,95,62,693,390,206,564,555,180,866,291,543,264,575,328,601,321,188,522,456,118,785,240,492,195,489,233,0.0576,0.072,0.0384,0.048,0.0672,0.0672,0.072,0.0624,0.0768,0.1824,0.0624,0.0672,0.3024,0.258065,0.16129,0.193548,0.129032,0.225806,0.225806,0.193548,0.16129,0.225806,0.580645,0.129032,0.225806,0.967742,67.461538,0.090462,0.282878,0.013721,1.498494,9.691383,1.025407,5517,389.612681,601
76,73,89,80,88,76,97,90,77,76,118,72,88,968,360,238,648,603,160,821,557,490,244,460,243,892,287,149,568,515,84,724,467,413,168,342,171,0.0528,0.0816,0.072,0.0528,0.0864,0.2064,0.072,0.072,0.0864,0.0624,0.0528,0.072,0.072,0.193548,0.225806,0.225806,0.225806,0.16129,0.580645,0.258065,0.193548,0.225806,0.225806,0.16129,0.16129,0.225806,84.615385,0.080123,0.235732,0.010981,1.504192,9.690508,1.029035,5880,394.389735,601
69,72,68,93,89,62,78,102,90,72,100,94,62,400,266,156,495,565,157,394,612,401,237,764,256,331,194,88,402,476,95,316,510,311,165,664,162,0.0672,0.0816,0.0912,0.0624,0.0672,0.0768,0.0816,0.0768,0.0864,0.0624,0.0672,0.0576,0.0672,0.16129,0.225806,0.290323,0.193548,0.129032,0.258065,0.193548,0.16129,0.193548,0.193548,0.193548,0.193548,0.258065,80.846154,0.072738,0.203474,0.029571,1.447537,9.699095,1.148815,4765,373.787866,601
97,87,63,107,90,62,96,69,97,44,89,79,68,521,228,203,566,702,177,375,683,496,166,478,268,424,141,140,459,612,115,279,614,399,122,389,189,0.0576,0.0768,0.0768,0.072,0.0624,0.0816,0.0624,0.0576,0.0768,0.0672,0.0528,0.072,0.072,0.16129,0.193548,0.290323,0.193548,0.16129,0.225806,0.16129,0.129032,0.225806,0.193548,0.16129,0.193548,0.193548,80.615385,0.068308,0.191067,0.030445,1.479997,9.694192,1.190923,4931,377.553409,601
90,78,62,79,62,72,85,119,88,72,96,78,78,471,205,196,659,520,180,810,677,430,214,502,816,381,127,134,580,458,108,725,558,342,142,406,738,0.0432,0.0864,0.072,0.0576,0.0384,0.0672,0.0528,0.0384,0.072,0.0672,0.048,0.072,0.0624,0.129032,0.193548,0.193548,0.16129,0.16129,0.258065,0.129032,0.096774,0.193548,0.225806,0.129032,0.16129,0.16129,81.461538,0.059815,0.168734,0.020443,1.466034,9.696344,1.094728,5758,374.22042,601
74,96,78,43,85,65,103,159,117,88,94,89,42,552,212,324,450,545,164,403,617,502,216,601,323,478,116,246,407,460,99,300,458,385,128,507,234,0.0528,0.0912,0.072,0.048,0.048,0.0912,0.048,0.0192,0.0768,0.072,0.0432,0.0624,0.0288,0.16129,0.258065,0.258065,0.16129,0.193548,0.193548,0.129032,0.096774,0.193548,0.193548,0.096774,0.16129,0.129032,87.153846,0.057969,0.171216,0.02332,1.452394,9.69837,1.071865,4951,375.718381,601
70,105,61,87,104,59,88,84,43,94,51,100,87,732,387,149,447,553,152,446,556,424,231,519,354,662,282,88,360,449,93,358,472,381,137,468,254,0.072,0.0768,0.072,0.0528,0.0432,0.0768,0.0624,0.0624,0.0768,0.0624,0.0336,0.0672,0.0576,0.193548,0.225806,0.258065,0.225806,0.193548,0.258065,0.193548,0.193548,0.258065,0.225806,0.096774,0.225806,0.258065,79.461538,0.062769,0.215881,0.009312,1.45335,9.698266,1.172758,5037,367.186412,601
105,104,50,119,77,62,78,124,88,60,80,42,17,358,242,237,1392,578,187,1323,491,345,243,662,343,253,138,187,1273,501,125,1245,367,257,183,582,301,0.0624,0.072,0.0576,0.0528,0.0384,0.0672,0.0432,0.0384,0.0768,0.0624,0.0432,0.048,0.0384,0.193548,0.225806,0.193548,0.129032,0.16129,0.193548,0.16129,0.16129,0.193548,0.129032,0.096774,0.225806,0.225806,77.384615,0.053908,0.176179,0.047401,1.436901,9.700615,1.065582,6418,394.303484,601
72,69,84,73,88,79,96,58,86,69,69,82,98,435,202,251,550,509,180,511,485,426,222,514,268,363,133,167,477,421,101,415,427,340,153,445,186,0.0672,0.0816,0.0768,0.048,0.048,0.0864,0.0384,0.0288,0.0768,0.0768,0.0432,0.168,0.072,0.258065,0.258065,0.193548,0.193548,0.129032,0.258065,0.16129,0.16129,0.193548,0.225806,0.129032,0.548387,0.258065,78.692308,0.070154,0.228288,0.057668,1.43118,9.701409,1.113971,4651,386.257891,601
76,60,70,79,100,43,96,68,104,60,60,76,72,532,246,207,1055,725,204,567,573,315,278,434,292,456,186,137,976,625,161,471,505,211,218,374,216,0.0672,0.0768,0.0672,0.048,0.0432,0.0528,0.0384,0.0432,0.0816,0.0624,0.0384,0.072,0.0672,0.290323,0.225806,0.16129,0.225806,0.16129,0.258065,0.129032,0.129032,0.193548,0.225806,0.129032,0.225806,0.16129,74.153846,0.058338,0.193548,0.037179,1.439652,9.700223,1.064172,5500,381.881216,601
48,86,61,114,107,82,113,126,64,80,92,91,62,551,187,187,873,533,189,727,450,286,247,405,365,503,101,126,759,426,107,614,324,222,167,313,274,0.0528,0.0912,0.0624,0.0528,0.0528,0.072,0.0432,0.0432,0.072,0.072,0.048,0.0672,0.0768,0.16129,0.290323,0.258065,0.16129,0.16129,0.258065,0.129032,0.129032,0.193548,0.193548,0.16129,0.193548,0.225806,86.615385,0.062031,0.193548,0.010406,1.471318,9.69555,1.165613,5062,356.25341,601
