@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R15-68

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute holdtime14 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.482759,0.311111,0.383065,0.285714,0.289377,0.425926,0.224265,0.327103,0.224,0.456621,0.121429,0.509174,0.570681,0.328638,0.411386,0.465261,0.215094,70
0.422414,0.342222,0.379032,0.196078,0.230769,0.393519,0.257353,0.481308,0.264,0.47032,0.085714,0.541284,0.539267,0.478873,0.411386,0.461752,0.212197,70
0.284483,0.413333,0.383065,0.260504,0.347985,0.365741,0.194853,0.556075,0.228,0.420091,0.122857,0.688073,0.319372,0.43662,0.421287,0.422121,0.283688,70
0.284483,0.315556,0.41129,0.215686,0.230769,0.319444,0.136029,0.28972,0.228,0.315068,0.131429,0.366972,0.408377,0.366197,0.306931,0.531418,0.26587,70
0.353448,0.342222,0.383065,0.260504,0.205128,0.282407,0.191176,0.364486,0.2,0.310502,0.121429,0.431193,0.450262,0.29108,0.325743,0.503157,0.23771,70
0.349138,0.24,0.318548,0.260504,0.234432,0.398148,0.113971,0.514019,0.196,0.420091,0.168571,0.46789,0.497382,0.366197,0.371782,0.54831,0.259514,70
0.452586,0.315556,0.346774,0.260504,0.315018,0.393519,0.279412,0.504673,0.24,0.388128,0.134286,0.577982,0.534031,0.586854,0.455941,0.388854,0.225686,70
0.340517,0.28,0.28629,0.196078,0.230769,0.393519,0.286765,0.369159,0.364,0.461187,0.121429,0.504587,0.366492,0.469484,0.378218,0.460721,0.259422,70
0.456897,0.382222,0.479839,0.313725,0.380952,0.314815,0.279412,0.439252,0.336,0.278539,0.132857,0.610092,0.413613,0.366197,0.451485,0.400224,0.173914,70
0.37931,0.346667,0.318548,0.285714,0.234432,0.361111,0.198529,0.369159,0.2,0.347032,0.122857,0.614679,0.324607,0.375587,0.360891,0.470733,0.261415,70
0.422414,0.271111,0.346774,0.310924,0.234432,0.24537,0.198529,0.588785,0.392,0.420091,0.088571,0.577982,0.361257,0.408451,0.39901,0.543958,0.326333,70
0.353448,0.346667,0.475806,0.240896,0.201465,0.324074,0.198529,0.294393,0.296,0.424658,0.121429,0.545872,0.408377,0.408451,0.376733,0.49478,0.269889,70
0.353448,0.137778,0.407258,0.366947,0.172161,0.314815,0.257353,0.439252,0.364,0.305936,0.14,0.541284,0.376963,0.253521,0.367822,0.446873,0.257086,70
0.392241,0.168889,0.479839,0.355742,0.347985,0.208333,0.279412,0.401869,0.332,0.383562,0.144286,0.509174,0.408377,0.507042,0.426238,0.39723,0.262319,70
0.556034,0.488889,0.346774,0.313725,0.373626,0.319444,0.286765,0.294393,0.232,0.52968,0.132857,0.605505,0.65445,0.333333,0.476733,0.432787,0.268549,70
0.487069,0.28,0.41129,0.338936,0.457875,0.208333,0.25,0.401869,0.168,0.493151,0.13,0.504587,0.450262,0.366197,0.424257,0.490152,0.313187,70
0.387931,0.382222,0.415323,0.218487,0.347985,0.388889,0.283088,0.406542,0.264,0.497717,0.118571,0.720183,0.528796,0.474178,0.463366,0.541618,0.30051,70
0.392241,0.377778,0.350806,0.173669,0.410256,0.319444,0.198529,0.443925,0.308,0.383562,0.132857,0.536697,0.581152,0.366197,0.412871,0.459224,0.223224,70
0.719828,0.604444,0.318548,0.285714,0.406593,0.680556,0.286765,0.700935,0.456,0.56621,0.142857,0.642202,0.534031,0.389671,0.619802,0.724606,0.377327,70
0.568966,0.777778,0.443548,0.263305,0.347985,0.486111,0.227941,0.514019,0.368,0.52968,0.132857,0.577982,0.534031,0.516432,0.564851,0.74917,0.359726,70
0.556034,0.626667,0.443548,0.417367,0.347985,0.550926,0.400735,0.518692,0.436,0.383562,0.145714,0.577982,0.675393,0.629108,0.626733,0.668788,0.420968,70
0.525862,0.497778,0.508065,0.257703,0.142857,0.472222,0.253676,0.439252,0.516,0.383562,0.167143,0.527523,0.586387,0.408451,0.504455,0.638703,0.30674,70
0.521552,0.631111,0.415323,0.439776,0.172161,0.402778,0.345588,0.406542,0.456,0.420091,0.144286,0.688073,0.492147,0.591549,0.561386,0.756842,0.379445,70
0.5,0.577778,0.314516,0.238095,0.263736,0.476852,0.3125,0.476636,0.46,0.543379,0.087143,0.426606,0.575916,0.478873,0.490099,0.750201,0.427634,70
0.534483,0.386667,0.41129,0.327731,0.296703,0.509259,0.375,0.364486,0.48,0.351598,0.155714,0.46789,0.623037,0.403756,0.511386,0.645583,0.380626,70
0.568966,0.626667,0.25,0.336134,0.358974,0.467593,0.220588,0.439252,0.488,0.534247,0.177143,0.678899,0.659686,0.483568,0.577723,0.758062,0.427634,70
0.607759,0.457778,0.350806,0.260504,0.230769,0.425926,0.408088,0.401869,0.5,0.378995,0.172857,0.577982,0.617801,0.516432,0.533663,0.693402,0.392122,70
0.564655,0.471111,0.314516,0.291317,0.380952,0.277778,0.25,0.476636,0.628,0.561644,0.11,0.394495,0.659686,0.539906,0.522772,0.519583,0.321066,70
0.456897,0.471111,0.379032,0.215686,0.468864,0.476852,0.341912,0.771028,0.356,0.456621,0.132857,0.431193,0.581152,0.408451,0.527228,0.635383,0.303156,70
0.573276,0.52,0.447581,0.151261,0.410256,0.435185,0.341912,0.406542,0.132,0.456621,0.178571,0.545872,0.670157,0.511737,0.511881,0.62649,0.425641,70
0.538793,0.666667,0.314516,0.372549,0.417582,0.402778,0.253676,0.14486,0.468,0.497717,0.168571,0.431193,0.748691,0.553991,0.54703,0.551819,0.274092,70
0.491379,0.537778,0.483871,0.268908,0.318681,0.523148,0.345588,0.481308,0.4,0.52968,0.141429,0.614679,0.465969,0.478873,0.54802,0.642401,0.449689,70
0.556034,0.377778,0.379032,0.361345,0.318681,0.518519,0.404412,0.331776,0.132,0.461187,0.168571,0.541284,0.497382,0.549296,0.50396,0.718431,0.416045,70
0.5,0.466667,0.41129,0.355742,0.347985,0.435185,0.3125,0.584112,0.424,0.525114,0.155714,0.577982,0.539267,0.450704,0.555941,0.745988,0.440997,70
0.418103,0.377778,0.254032,0.394958,0.52381,0.800926,0.371324,0.406542,0.552,0.383562,0.167143,0.541284,0.623037,0.43662,0.583168,0.707577,0.421839,70
0.448276,0.56,0.258065,0.442577,0.29304,0.324074,0.400735,0.294393,0.516,0.52968,0.168571,0.431193,0.575916,0.441315,0.521782,0.740982,0.439658,70
0.465517,0.52,0.362903,0.439776,0.14652,0.365741,0.466912,0.481308,0.452,0.410959,0.142857,0.577982,0.65445,0.502347,0.54505,0.611662,0.385985,70
0.607759,0.546667,0.318548,0.282913,0.322344,0.481481,0.345588,0.476636,0.368,0.561644,0.145714,0.724771,0.497382,0.615023,0.570297,0.813503,0.44567,70
0.556034,0.555556,0.415323,0.355742,0.432234,0.587963,0.3125,0.67757,0.52,0.52968,0.157143,0.555046,0.706806,0.553991,0.647525,0.649419,0.332437,70
0.344828,0.24,0.21371,0.170868,0.205128,0.277778,0.25,0.285047,0.232,0.310502,0.098571,0.394495,0.324607,0.319249,0.258911,0.216582,0.072362,71
0.047414,0.24,0.346774,0.196078,0.289377,0.203704,0.224265,0.364486,0.264,0.237443,0.11,0.394495,0.282723,0.356808,0.25396,0.204696,0.053112,71
0.215517,0.382222,0.217742,0.260504,0.197802,0.356481,0.227941,0.476636,0.292,0.273973,0.064286,0.243119,0.277487,0.253521,0.264851,0.22243,0.112671,71
0.318966,0.275556,0.153226,0.173669,0.197802,0.24537,0.165441,0.294393,0.196,0.232877,0.077143,0.247706,0.356021,0.178404,0.190099,0.208721,0.034733,71
0.24569,0.2,0.185484,0.170868,0.227106,0.231481,0.253676,0.294393,0.196,0.269406,0.078571,0.215596,0.356021,0.248826,0.199505,0.210218,0.080493,71
0.310345,0.266667,0.120968,0.148459,0.263736,0.24537,0.253676,0.252336,0.224,0.196347,0.077143,0.325688,0.329843,0.211268,0.20495,0.240957,0.122359,71
0.24569,0.275556,0.189516,0.238095,0.172161,0.268519,0.194853,0.252336,0.232,0.278539,0.065714,0.178899,0.324607,0.178404,0.191089,0.198848,0.063235,71
0.24569,0.24,0.217742,0.187675,0.205128,0.203704,0.169118,0.369159,0.164,0.269406,0.077143,0.325688,0.324607,0.220657,0.20297,0.248164,0.10532,71
0.211207,0.275556,0.282258,0.193277,0.234432,0.236111,0.220588,0.294393,0.232,0.136986,0.087143,0.211009,0.324607,0.300469,0.211881,0.227436,0.088062,71
0.349138,0.266667,0.217742,0.212885,0.175824,0.236111,0.246324,0.327103,0.164,0.164384,0.098571,0.247706,0.287958,0.323944,0.222772,0.221588,0.089963,71
0.314655,0.297778,0.25,0.196078,0.260073,0.175926,0.279412,0.331776,0.224,0.210046,0.055714,0.422018,0.287958,0.215962,0.238119,0.214897,0.081271,71
0.25,0.235556,0.221774,0.238095,0.252747,0.273148,0.224265,0.294393,0.104,0.200913,0.075714,0.137615,0.319372,0.248826,0.192574,0.234454,0.147186,71
0.422414,0.24,0.193548,0.212885,0.285714,0.282407,0.169118,0.252336,0.2,0.200913,0.087143,0.357798,0.282723,0.286385,0.238614,0.264212,0.087066,71
0.24569,0.271111,0.217742,0.151261,0.289377,0.310185,0.191176,0.294393,0.168,0.16895,0.077143,0.243119,0.240838,0.215962,0.190099,0.207036,0.092517,71
0.211207,0.164444,0.221774,0.196078,0.201465,0.236111,0.194853,0.252336,0.196,0.237443,0.011429,0.284404,0.277487,0.286385,0.162376,0.218079,0.075259,71
0.344828,0.271111,0.254032,0.193277,0.289377,0.342593,0.224265,0.28972,0.252,0.205479,0.085714,0.252294,0.246073,0.29108,0.247525,0.244982,0.064575,71
0.314655,0.271111,0.25,0.193277,0.197802,0.305556,0.194853,0.331776,0.164,0.164384,0.075714,0.247706,0.319372,0.431925,0.230198,0.26337,0.091738,71
0.24569,0.306667,0.221774,0.235294,0.194139,0.277778,0.246324,0.327103,0.228,0.237443,0.077143,0.247706,0.366492,0.328638,0.243069,0.242315,0.120241,71
0.344828,0.235556,0.217742,0.196078,0.252747,0.351852,0.224265,0.35514,0.232,0.273973,0.12,0.316514,0.198953,0.29108,0.261881,0.23497,0.121798,71
0.349138,0.275556,0.21371,0.151261,0.252747,0.282407,0.279412,0.331776,0.232,0.237443,0.11,0.321101,0.356021,0.323944,0.267327,0.22477,0.107999,71
0.310345,0.235556,0.314516,0.170868,0.234432,0.268519,0.216912,0.369159,0.232,0.242009,0.085714,0.247706,0.397906,0.29108,0.250495,0.237963,0.105881,71
0.146552,0.266667,0.282258,0.215686,0.230769,0.24537,0.305147,0.364486,0.324,0.232877,0.088571,0.243119,0.329843,0.14554,0.236634,0.275582,0.071801,71
0.25,0.271111,0.157258,0.106443,0.230769,0.277778,0.224265,0.252336,0.168,0.310502,0.085714,0.247706,0.397906,0.431925,0.220297,0.21223,0.07392,71
0.25,0.271111,0.21371,0.148459,0.223443,0.236111,0.216912,0.285047,0.168,0.273973,0.11,0.394495,0.319372,0.253521,0.225743,0.288449,0.137281,71
0.211207,0.235556,0.185484,0.170868,0.197802,0.273148,0.216912,0.327103,0.164,0.237443,0.087143,0.279817,0.366492,0.286385,0.205941,0.223411,0.121581,71
0.24569,0.337778,0.189516,0.168067,0.197802,0.24537,0.25,0.35514,0.228,0.232877,0.098571,0.243119,0.361257,0.333333,0.237624,0.260703,0.108995,71
0.24569,0.271111,0.21371,0.128852,0.29304,0.208333,0.220588,0.28972,0.2,0.200913,0.085714,0.252294,0.246073,0.220657,0.191089,0.221588,0.111114,71
0.211207,0.231111,0.181452,0.173669,0.14652,0.319444,0.253676,0.257009,0.2,0.232877,0.064286,0.243119,0.356021,0.211268,0.184158,0.225097,0.123917,71
0.284483,0.235556,0.221774,0.151261,0.227106,0.24537,0.191176,0.327103,0.168,0.237443,0.108571,0.211009,0.366492,0.215962,0.205941,0.215224,0.110335,71
0.310345,0.271111,0.185484,0.173669,0.175824,0.240741,0.220588,0.359813,0.232,0.374429,0.088571,0.321101,0.246073,0.366197,0.244554,0.424976,0.133822,71
0.25,0.24,0.282258,0.193277,0.172161,0.24537,0.161765,0.331776,0.224,0.242009,0.144286,0.288991,0.371728,0.29108,0.243069,0.512703,0.234813,71
0.284483,0.275556,0.185484,0.151261,0.205128,0.171296,0.268382,0.28972,0.264,0.16895,0.1,0.247706,0.366492,0.248826,0.210396,0.458709,0.189706,71
0.314655,0.24,0.189516,0.128852,0.205128,0.24537,0.220588,0.294393,0.168,0.310502,0.087143,0.325688,0.361257,0.295775,0.220297,0.538436,0.225778,71
0.211207,0.168889,0.25,0.176471,0.205128,0.208333,0.227941,0.327103,0.164,0.16895,0.077143,0.247706,0.282723,0.215962,0.173267,0.4654,0.202073,71
0.25,0.204444,0.185484,0.19888,0.142857,0.208333,0.216912,0.28972,0.232,0.164384,0.075714,0.288991,0.314136,0.286385,0.186139,0.355776,0.115443,71
0.275862,0.235556,0.221774,0.128852,0.201465,0.24537,0.246324,0.28972,0.2,0.232877,0.077143,0.247706,0.198953,0.248826,0.185149,0.443176,0.230141,71
0.206897,0.235556,0.189516,0.173669,0.175824,0.314815,0.165441,0.219626,0.228,0.196347,0.087143,0.247706,0.162304,0.215962,0.162871,0.441679,0.183258,71
0.211207,0.168889,0.25,0.168067,0.230769,0.166667,0.191176,0.28972,0.224,0.273973,0.075714,0.252294,0.277487,0.323944,0.191584,0.448181,0.187495,71
0.280172,0.137778,0.282258,0.170868,0.175824,0.199074,0.224265,0.252336,0.168,0.16895,0.088571,0.252294,0.246073,0.178404,0.164851,0.558133,0.22824,71
0.280172,0.133333,0.185484,0.215686,0.139194,0.24537,0.139706,0.252336,0.2,0.16895,0.052857,0.211009,0.246073,0.29108,0.14802,0.457073,0.246494,71
0.318966,0.204444,0.217742,0.193277,0.172161,0.240741,0.257353,0.364486,0.232,0.164384,0.085714,0.178899,0.366492,0.253521,0.210891,0.457401,0.218552,71
0.24569,0.235556,0.189516,0.106443,0.172161,0.240741,0.227941,0.434579,0.22,0.205479,0.075714,0.252294,0.366492,0.29108,0.20198,0.418612,0.175689,71
0.241379,0.271111,0.25,0.151261,0.172161,0.277778,0.220588,0.257009,0.224,0.173516,0.098571,0.288991,0.329843,0.286385,0.209901,0.44032,0.261758,71
0.25,0.271111,0.25,0.170868,0.175824,0.240741,0.139706,0.294393,0.232,0.237443,0.087143,0.288991,0.397906,0.29108,0.214851,0.50283,0.293376,71
0.275862,0.204444,0.185484,0.148459,0.172161,0.208333,0.194853,0.285047,0.196,0,0.077143,0.243119,0.403141,0.253521,0.158911,0.433818,0.216994,71
0.310345,0.231111,0.189516,0.084034,0.230769,0.277778,0.194853,0.364486,0.168,0.13242,0.11,0.247706,0.319372,0.215962,0.189604,0.465073,0.241043,71
0.25,0.204444,0.254032,0.173669,0.205128,0.240741,0.220588,0.364486,0.164,0.16895,0.087143,0.247706,0.366492,0.29108,0.207426,0.498151,0.263533,71
0.349138,0.204444,0.282258,0.193277,0.234432,0.277778,0.194853,0.359813,0.26,0.164384,0.075714,0.247706,0.324607,0.286385,0.232673,0.436484,0.264655,71
0.215517,0.24,0.165323,0.238095,0.234432,0.240741,0.224265,0.439252,0.232,0.242009,0.077143,0.211009,0.413613,0.253521,0.229703,0.543254,0.270106,71
0.24569,0.235556,0.254032,0.12605,0.234432,0.314815,0.216912,0.28972,0.232,0.16895,0.088571,0.247706,0.282723,0.253521,0.202475,0.551114,0.208085,71
0.353448,0.266667,0.221774,0.173669,0.227106,0.240741,0.198529,0.257009,0.164,0.127854,0.077143,0.284404,0.361257,0.183099,0.19505,0.523696,0.236714,71
0.327586,0.453333,0.326613,0.310924,0.421245,0.402778,0.139706,0.411215,0.304,0.388128,0.1,0.43578,0.497382,0.403756,0.407921,0.568006,0.342594,73
0.431034,0.462222,0.28629,0.263305,0.355311,0.37037,0.375,0.411215,0.264,0.511416,0.11,0.325688,0.492147,0.295775,0.414851,0.667291,0.447663,73
0.314655,0.311111,0.221774,0.263305,0.362637,0.361111,0.261029,0.439252,0.26,0.420091,0.111429,0.431193,0.371728,0.370892,0.362376,0.624013,0.433428,73
0.280172,0.342222,0.28629,0.151261,0.263736,0.319444,0.3125,0.406542,0.2,0.388128,0.11,0.215596,0.450262,0.328638,0.30396,0.614328,0.488223,73
0.353448,0.466667,0.25,0.260504,0.406593,0.37037,0.3125,0.411215,0.36,0.543379,0.077143,0.243119,0.204188,0.29108,0.367327,0.576055,0.400814,73
0.318966,0.377778,0.28629,0.22409,0.32967,0.282407,0.323529,0.294393,0.232,0.278539,0.1,0.408257,0,0,0.25198,0.527393,0.347267,73
0.357759,0.351111,0.254032,0.305322,0.355311,0.328704,0.257353,0.369159,0.296,0.388128,0.1,0.325688,0.240838,0.29108,0.335644,0.648388,0.414178,73
0.284483,0.453333,0.189516,0.196078,0.410256,0.398148,0.224265,0.369159,0.264,0.420091,0.132857,0.357798,0.371728,0.183099,0.337129,0.681516,0.4224,73
0.284483,0.342222,0.189516,0.294118,0.358974,0.319444,0.198529,0.546729,0.2,0.13242,0.1,0.431193,0.246073,0.248826,0.294554,0.568848,0.372529,73
0.323276,0.275556,0.217742,0.148459,0.238095,0.365741,0.227941,0.336449,0.368,0.278539,0.11,0.288991,0.324607,0.253521,0.272277,0.772891,0.380224,73
0.357759,0.342222,0.318548,0.218487,0.32967,0.287037,0.257353,0.327103,0.3,0.273973,0.088571,0.298165,0.366492,0.328638,0.311881,0.819867,0.391,73
0.327586,0.382222,0.290323,0.240896,0.271062,0.398148,0.224265,0.331776,0.136,0.429224,0.088571,0.215596,0.335079,0.14554,0.278713,1,0.488315,73
0.25,0.417778,0.290323,0.196078,0.142857,0.282407,0.382353,0.443925,0.264,0.47032,0.077143,0.325688,0.240838,0.370892,0.312376,0.697703,0.390222,73
0.396552,0.346667,0.322581,0.218487,0.142857,0.37037,0.283088,0.359813,0.208,0.392694,0.112857,0.334862,0.366492,0.140845,0.30198,0.701212,0.41427,73
0.215517,0.484444,0.28629,0.22409,0.267399,0.212963,0.283088,0.373832,0.264,0.310502,0.055714,0.37156,0.376963,0.258216,0.290099,0.788097,0.496571,73
0.396552,0.431111,0.358871,0.22409,0.391941,0.37037,0.080882,0.626168,0.268,0.392694,0.085714,0.357798,0.329843,0.356808,0.371287,0.724279,0.447227,73
0.426724,0.382222,0.254032,0.240896,0.205128,0.291667,0.257353,0.331776,0.26,0.356164,0.121429,0.288991,0.413613,0.370892,0.327723,0.641042,0.381438,73
0.318966,0.426667,0.314516,0.282913,0.267399,0.402778,0.224265,0.364486,0.108,0.200913,0.042857,0.293578,0.408377,0.370892,0.291584,0.68783,0.421312,73
0.349138,0.377778,0.350806,0.22409,0.263736,0.324074,0.257353,0.294393,0.268,0.237443,0.101429,0.321101,0.450262,0.215962,0.306436,0.838394,0.457602,73
0.284483,0.355556,0.28629,0.240896,0.260073,0.171296,0.264706,0.369159,0.24,0.278539,0.087143,0.211009,0.246073,0.183099,0.24505,0.914939,0.499904,73
0.357759,0.351111,0.092742,0.151261,0.172161,0.24537,0.205882,0.369159,0.228,0.278539,0.1,0.325688,0.366492,0.333333,0.244059,0.817339,0.450032,73
0.280172,0.235556,0.254032,0.19888,0.289377,0.277778,0.257353,0.369159,0.264,0.392694,0.065714,0.362385,0.324607,0.295775,0.277723,0.742479,0.425423,73
0.422414,0.382222,0.225806,0.221289,0.32967,0.175926,0.198529,0.439252,0.268,0.283105,0.1,0.288991,0.366492,0.211268,0.292574,0.73331,0.372872,73
0.284483,0.271111,0.221774,0.221289,0.380952,0.282407,0.371324,0.369159,0.272,0.310502,0.11,0.256881,0.366492,0.403756,0.321782,0.772564,0.413834,73
0.293103,0.306667,0.189516,0.246499,0.479853,0.138889,0.349265,0.448598,0.236,0.242009,0.077143,0.321101,0.204188,0.413146,0.3,0.729989,0.400127,73
0.314655,0.342222,0.221774,0.263305,0.29304,0.208333,0.198529,0.373832,0.296,0.278539,0.1,0.293578,0.329843,0.14554,0.267327,0.902915,0.482303,73
0.362069,0.342222,0.383065,0.218487,0.322344,0.208333,0.404412,0.261682,0.236,0.278539,0.087143,0.142202,0.329843,0.328638,0.295545,0.781129,0.421404,73
0.357759,0.275556,0.185484,0.173669,0.271062,0.24537,0.227941,0.327103,0.172,0.16895,0.1,0.366972,0.287958,0.399061,0.24802,0.774576,0.422961,73
0.435345,0.591111,0.350806,0.271709,0.377289,0.24537,0.382353,0.476636,0.304,0.424658,0.121429,0.541284,0.534031,0.333333,0.467327,0.537971,0.41072,73
0.318966,0.195556,0.471774,0.285714,0.362637,0.287037,0.356618,0.406542,0.196,0.52968,0.134286,0.541284,0.492147,0.356808,0.419802,0.512376,0.333685,73
0.349138,0.537778,0.322581,0.263305,0.380952,0.240741,0.397059,0.443925,0.268,0.493151,0.088571,0.325688,0.492147,0.366197,0.412871,0.481448,0.368325,73
0.314655,0.453333,0.346774,0.313725,0.380952,0.208333,0.430147,0.514019,0.232,0.497717,0.088571,0.504587,0.539267,0.42723,0.44604,0.505874,0.398478,73
0.422414,0.346667,0.318548,0.330532,0.333333,0.24537,0.084559,0.401869,0.328,0.429224,0.108571,0.40367,0.371728,0.408451,0.367822,0.529079,0.300945,73
0.387931,0.275556,0.350806,0.215686,0.388278,0.393519,0.165441,0.331776,0.232,0.315068,0.088571,0.43578,0.246073,0.328638,0.318317,0.556636,0.39826,73
0.396552,0.608889,0.254032,0.378151,0.472527,0.361111,0.194853,0.481308,0.268,0.242009,0.077143,0.40367,0.282723,0.333333,0.394059,0.609134,0.418289,73
0.181034,0.422222,0.157258,0.282913,0.267399,0.291667,0.224265,0.327103,0.328,0.415525,0.134286,0.513761,0.371728,0.328638,0.338119,0.487813,0.337486,73
0.353448,0.453333,0.254032,0.266106,0.391941,0.287037,0.257353,0.476636,0.264,0.465753,0.087143,0.463303,0.450262,0.333333,0.390594,0.543631,0.419629,73
0.357759,0.306667,0.254032,0.263305,0.384615,0.324074,0.220588,0.252336,0.168,0.205479,0.098571,0.366972,0.371728,0.356808,0.29703,0.486127,0.332689,73
0.349138,0.484444,0.282258,0.148459,0.443223,0.324074,0.408088,0.518692,0.232,0.324201,0.145714,0.394495,0.455497,0.366197,0.409406,0.5834,0.408166,73
0.24569,0.351111,0.282258,0.238095,0.322344,0.282407,0.227941,0.485981,0.336,0.43379,0.111429,0.46789,0.287958,0.431925,0.361881,0.579891,0.336147,73
0.418103,0.488889,0.28629,0.308123,0.201465,0.319444,0.283088,0.551402,0.396,0.392694,0.11,0.178899,0.492147,0.41784,0.40099,0.600619,0.412059,73
0.25,0.533333,0.254032,0.263305,0.358974,0.24537,0.286765,0.481308,0.304,0.310502,0.087143,0.37156,0.413613,0.403756,0.364851,0.689843,0.402154,73
0.396552,0.342222,0.28629,0.305322,0.263736,0.287037,0.198529,0.327103,0.34,0.424658,0.11,0.43578,0.371728,0.178404,0.339109,0.594909,0.401375,73
0.284483,0.266667,0.282258,0.218487,0.300366,0.277778,0.198529,0.453271,0.232,0.360731,0.122857,0.40367,0.418848,0.502347,0.338614,0.560522,0.390096,73
0.383621,0.417778,0.28629,0.240896,0.410256,0.171296,0.099265,0.439252,0.328,0.356164,0.111429,0.357798,0.329843,0.403756,0.343564,0.607121,0.382342,73
0.426724,0.382222,0.25,0.263305,0.351648,0.393519,0.386029,0.331776,0.264,0.43379,0.065714,0.325688,0.413613,0.356808,0.371287,0.515231,0.334774,73
0.25,0.306667,0.157258,0.291317,0.380952,0.324074,0.286765,0.518692,0.26,0.273973,0.077143,0.362385,0.329843,0.328638,0.318317,0.474757,0.378449,73
0.318966,0.488889,0.314516,0.170868,0.289377,0.175926,0.257353,0.28972,0.272,0.392694,0.122857,0.394495,0.455497,0.286385,0.329208,0.686333,0.395581,73
0.349138,0.382222,0.28629,0.170868,0.29304,0.24537,0.327206,0.439252,0.304,0.465753,0.168571,0.330275,0.366492,0.29108,0.363366,0.561503,0.364181,73
0.288793,0.426667,0.254032,0.280112,0.201465,0.314815,0.231618,0.401869,0.232,0.273973,0.111429,0.33945,0.460733,0.328638,0.319307,0.782626,0.506694,73
0.400862,0.386667,0.254032,0.22409,0.241758,0.24537,0.352941,0.485981,0.26,0.39726,0.098571,0.408257,0.329843,0.333333,0.34901,0.67763,0.404615,73
0.37931,0.426667,0.282258,0.221289,0.197802,0.430556,0.286765,0.401869,0.304,0.273973,0.16,0.325688,0.497382,0.333333,0.370297,0.091752,0.104884,80
0.413793,0.4,0.318548,0.19888,0.29304,0.444444,0.194853,0.373832,0.304,0.365297,0.138571,0.43578,0.376963,0.370892,0.377723,0.050297,0.085291,80
0.474138,0.395556,0.362903,0.243697,0.289377,0.282407,0.323529,0.364486,0.232,0.278539,0.127143,0.293578,0.424084,0.319249,0.357426,0.120994,0.201981,80
0.387931,0.386667,0.358871,0.246499,0.260073,0.240741,0.253676,0.327103,0.264,0.347032,0.112857,0.288991,0.413613,0.464789,0.34505,0.087073,0.12426,80
0.344828,0.466667,0.431452,0.221289,0.263736,0.236111,0.224265,0.481308,0.192,0.310502,0.135714,0.252294,0.408377,0.384977,0.34802,0.04763,0.050215,80
0.461207,0.346667,0.274194,0.243697,0.131868,0.365741,0.375,0.28972,0.34,0.401826,0.125714,0.454128,0.371728,0.408451,0.374257,0.056661,0.092081,80
0.418103,0.417778,0.314516,0.288515,0.230769,0.324074,0.25,0.415888,0.38,0.310502,0.134286,0.408257,0.544503,0.366197,0.400495,0.040939,0.002336,80
0.310345,0.297778,0.459677,0.215686,0.32967,0.444444,0.191176,0.415888,0.196,0.273973,0.15,0.279817,0.282723,0.328638,0.334158,0.046134,0.059124,80
0.383621,0.231111,0.532258,0.196078,0.260073,0.365741,0.349265,0.280374,0.232,0.269406,0.137143,0.330275,0.277487,0.338028,0.335149,0.066861,0.091303,80
0.422414,0.386667,0.362903,0.27451,0.333333,0.444444,0.319853,0.359813,0.304,0.356164,0.098571,0.481651,0.282723,0.450704,0.406436,0.052309,0.087627,80
0.241379,0.315556,0.245968,0.27451,0.333333,0.319444,0.349265,0.406542,0.296,0.356164,0.098571,0.334862,0.507853,0.535211,0.372277,0.066861,0.070369,80
0.448276,0.315556,0.391129,0.165266,0.285714,0.319444,0.415441,0.359813,0.272,0.324201,0.15,0.408257,0.502618,0.338028,0.390099,0.072383,0.075603,80
0.314655,0.426667,0.290323,0.294118,0.3663,0.319444,0.507353,0.485981,0.344,0.324201,0.132857,0.325688,0.230366,0.413146,0.410396,0.072383,0.070369,80
0.426724,0.408889,0.326613,0.212885,0.326007,0.513889,0.319853,0.420561,0.34,0.273973,0.137143,0.440367,0.361257,0.380282,0.411386,0.069201,0.070369,80
0.349138,0.351111,0.419355,0.193277,0.201465,0.282407,0.294118,0.448598,0.232,0.269406,0.084286,0.229358,0.361257,0.328638,0.301485,0.03743,0.112236,80
0.422414,0.408889,0.362903,0.193277,0.260073,0.282407,0.352941,0.369159,0.224,0.406393,0.157143,0.325688,0.319372,0.29108,0.358416,0.050297,0.086069,80
0.465517,0.355556,0.387097,0.271709,0.285714,0.282407,0.319853,0.327103,0.304,0.305936,0.085714,0.330275,0.507853,0.460094,0.379208,0.060686,0.034515,80
0.418103,0.426667,0.310484,0.196078,0.29304,0.319444,0.319853,0.485981,0.364,0.401826,0.134286,0.288991,0.408377,0.413146,0.396535,0.042952,0.075603,80
